District,Taluk,Market,Commodity,Month,Arrival,Unit,Month_Num
Mysore,Krishnarajanagara,K.R.NAGAR,Horse Gram,May,25,Quintal,5
Mysore,Krishnarajanagara,K.R.NAGAR,Jaggery,May,10,Quintal,5
Mysore,Krishnarajanagara,K.R.NAGAR,Maize,May,100,Quintal,5
Mysore,Krishnarajanagara,K.R.NAGAR,Paddy,May,390,Quintal,5
Mysore,Krishnarajanagara,K.R.NAGAR,Ragi,May,50,Quintal,5
Mysore,Krishnarajanagara,K.R.NAGAR,Rice,May,5710,Quintal,5
Mysore,Krishnarajanagara,K.R.NAGAR,Tender Coconut,May,6401,Thousands,5
Mysore,Krishnarajanagara,K.R.NAGAR,Tomato,May,142,Quintal,5
Mysore,Krishnarajanagara,K.R.NAGAR,Blackgram,Jun,255,Quintal,6
Mysore,Krishnarajanagara,K.R.NAGAR,Cabbage,Jun,215,Quintal,6
Mysore,Krishnarajanagara,K.R.NAGAR,Chilly Red,Jun,61,Quintal,6
Mysore,Krishnarajanagara,K.R.NAGAR,Coconut,Jun,6401,Numbers,6
Mysore,Krishnarajanagara,K.R.NAGAR,Coriander Seed,Jun,620,Quintal,6
Mysore,Krishnarajanagara,K.R.NAGAR,Cowpea,Jun,230,Quintal,6
Mysore,Krishnarajanagara,K.R.NAGAR,Green Chilly,Jun,1093,Quintal,6
Mysore,Krishnarajanagara,K.R.NAGAR,Green Ginger,Jun,2550,Quintal,6
Mysore,Krishnarajanagara,K.R.NAGAR,Horse Gram,Jun,60,Quintal,6
Mysore,Krishnarajanagara,K.R.NAGAR,Jaggery,Jun,10,Quintal,6
Mysore,Krishnarajanagara,K.R.NAGAR,Maize,Jun,167,Quintal,6
Mysore,Krishnarajanagara,K.R.NAGAR,Paddy,Jun,6401,Quintal,6
Mysore,Krishnarajanagara,K.R.NAGAR,Potato,Jun,100,Quintal,6
Mysore,Krishnarajanagara,K.R.NAGAR,Ragi,Jun,20,Quintal,6
Mysore,Krishnarajanagara,K.R.NAGAR,Rice,Jun,6401,Quintal,6
Mysore,Krishnarajanagara,K.R.NAGAR,Tender Coconut,Jun,6401,Thousands,6
Mysore,Krishnarajanagara,K.R.NAGAR,Tomato,Jun,2451,Quintal,6
Mysore,Krishnarajanagara,K.R.NAGAR,Water Melon,Jun,65,Quintal,6
Mysore,Krishnarajanagara,K.R.NAGAR,Blackgram,Jul,10,Quintal,7
Mysore,Krishnarajanagara,K.R.NAGAR,Cabbage,Jul,280,Quintal,7
Mysore,Krishnarajanagara,K.R.NAGAR,Coconut,Jul,6401,Numbers,7
Mysore,Krishnarajanagara,K.R.NAGAR,Cowpea,Jul,79,Quintal,7
Mysore,Krishnarajanagara,K.R.NAGAR,Dry Chillies,Jul,30,Quintal,7
Mysore,Krishnarajanagara,K.R.NAGAR,Green Chilly,Jul,440,Quintal,7
Mysore,Krishnarajanagara,K.R.NAGAR,Green Ginger,Jul,2210,Quintal,7
Mysore,Krishnarajanagara,K.R.NAGAR,Horse Gram,Jul,40,Quintal,7
Mysore,Krishnarajanagara,K.R.NAGAR,Jaggery,Jul,5,Quintal,7
Mysore,Krishnarajanagara,K.R.NAGAR,Maize,Jul,100,Quintal,7
Mysore,Krishnarajanagara,K.R.NAGAR,Marygold,Jul,6401,Quintal,7
Mysore,Krishnarajanagara,K.R.NAGAR,Paddy,Jul,6401,Quintal,7
Mysore,Krishnarajanagara,K.R.NAGAR,Ragi,Jul,90,Quintal,7
Mysore,Krishnarajanagara,K.R.NAGAR,Rice,Jul,4423,Quintal,7
Mysore,Krishnarajanagara,K.R.NAGAR,Tamarind Fruit,Jul,150,Quintal,7
Mysore,Krishnarajanagara,K.R.NAGAR,Tender Coconut,Jul,6401,Thousands,7
Mysore,Krishnarajanagara,K.R.NAGAR,Tomato,Jul,1980,Quintal,7
Mysore,Krishnarajanagara,K.R.NAGAR,Water Melon,Jul,1270,Quintal,7
Mysore,Krishnarajanagara,K.R.NAGAR,Arecanut,Aug,320,Quintal,8
Mysore,Krishnarajanagara,K.R.NAGAR,Coconut,Aug,6401,Numbers,8
Mysore,Krishnarajanagara,K.R.NAGAR,Coriander Seed,Aug,57,Quintal,8
Mysore,Krishnarajanagara,K.R.NAGAR,Cowpea,Aug,626,Quintal,8
Mysore,Krishnarajanagara,K.R.NAGAR,Green Chilly,Aug,723,Quintal,8
Mysore,Krishnarajanagara,K.R.NAGAR,Green Ginger,Aug,1910,Quintal,8
Mysore,Krishnarajanagara,K.R.NAGAR,Marygold,Aug,6401,Quintal,8
Mysore,Krishnarajanagara,K.R.NAGAR,Paddy,Aug,2999,Quintal,8
Mysore,Krishnarajanagara,K.R.NAGAR,Potato,Aug,810,Quintal,8
Mysore,Krishnarajanagara,K.R.NAGAR,Rice,Aug,3996,Quintal,8
Mysore,Krishnarajanagara,K.R.NAGAR,Tender Coconut,Aug,6401,Thousands,8
Mysore,Krishnarajanagara,K.R.NAGAR,Tomato,Aug,332,Quintal,8
Mysore,Krishnarajanagara,K.R.NAGAR,Water Melon,Aug,240,Quintal,8
Mysore,Krishnarajanagara,K.R.NAGAR,Wheat,Aug,170,Quintal,8
Mysore,Krishnarajanagara,K.R.NAGAR,Coconut,Sep,6401,Numbers,9
Mysore,Krishnarajanagara,K.R.NAGAR,Cowpea,Sep,30,Quintal,9
Mysore,Krishnarajanagara,K.R.NAGAR,Green Chilly,Sep,407,Quintal,9
Mysore,Krishnarajanagara,K.R.NAGAR,Green Ginger,Sep,1450,Quintal,9
Mysore,Krishnarajanagara,K.R.NAGAR,Marygold,Sep,950,Quintal,9
Mysore,Krishnarajanagara,K.R.NAGAR,Paddy,Sep,6401,Quintal,9
Mysore,Krishnarajanagara,K.R.NAGAR,Potato,Sep,6401,Quintal,9
Mysore,Krishnarajanagara,K.R.NAGAR,Rice,Sep,1340,Quintal,9
Mysore,Krishnarajanagara,K.R.NAGAR,Tender Coconut,Sep,6401,Thousands,9
Mysore,Krishnarajanagara,K.R.NAGAR,Tomato,Sep,328,Quintal,9
Mysore,Krishnarajanagara,K.R.NAGAR,Water Melon,Sep,80,Quintal,9
Mysore,Krishnarajanagara,K.R.NAGAR,Cabbage,Oct,50,Quintal,10
Mysore,Krishnarajanagara,K.R.NAGAR,Coconut,Oct,6401,Numbers,10
Mysore,Krishnarajanagara,K.R.NAGAR,Green Chilly,Oct,747,Quintal,10
Mysore,Krishnarajanagara,K.R.NAGAR,Green Ginger,Oct,725,Quintal,10
Mysore,Krishnarajanagara,K.R.NAGAR,Maize,Oct,575,Quintal,10
Mysore,Krishnarajanagara,K.R.NAGAR,Paddy,Oct,1031,Quintal,10
Mysore,Krishnarajanagara,K.R.NAGAR,Potato,Oct,4680,Quintal,10
Mysore,Krishnarajanagara,K.R.NAGAR,Ragi,Oct,50,Quintal,10
Mysore,Krishnarajanagara,K.R.NAGAR,Rice,Oct,1101,Quintal,10
Mysore,Krishnarajanagara,K.R.NAGAR,Tender Coconut,Oct,6401,Thousands,10
Mysore,Krishnarajanagara,K.R.NAGAR,Tomato,Oct,960,Quintal,10
Mysore,Krishnarajanagara,K.R.NAGAR,Water Melon,Oct,100,Quintal,10
Mysore,Krishnarajanagara,K.R.NAGAR,Arecanut,Nov,205,Quintal,11
Mysore,Krishnarajanagara,K.R.NAGAR,Cabbage,Nov,150,Quintal,11
Mysore,Krishnarajanagara,K.R.NAGAR,Coconut,Nov,6401,Numbers,11
Mysore,Krishnarajanagara,K.R.NAGAR,Green Chilly,Nov,741,Quintal,11
Mysore,Krishnarajanagara,K.R.NAGAR,Green Ginger,Nov,911,Quintal,11
Mysore,Krishnarajanagara,K.R.NAGAR,Maize,Nov,5008,Quintal,11
Mysore,Krishnarajanagara,K.R.NAGAR,Paddy,Nov,2670,Quintal,11
Mysore,Krishnarajanagara,K.R.NAGAR,Potato,Nov,310,Quintal,11
Mysore,Krishnarajanagara,K.R.NAGAR,Ragi,Nov,30,Quintal,11
Mysore,Krishnarajanagara,K.R.NAGAR,Rice,Nov,4020,Quintal,11
Mysore,Krishnarajanagara,K.R.NAGAR,Tender Coconut,Nov,6401,Thousands,11
Mysore,Krishnarajanagara,K.R.NAGAR,Tomato,Nov,1726,Quintal,11
Mysore,Krishnarajanagara,K.R.NAGAR,Water Melon,Nov,20,Quintal,11
Mysore,Krishnarajanagara,K.R.NAGAR,Arecanut,Dec,531,Quintal,12
Mysore,Krishnarajanagara,K.R.NAGAR,Cabbage,Dec,50,Quintal,12
Mysore,Krishnarajanagara,K.R.NAGAR,Chilly Red,Dec,108,Quintal,12
Mysore,Krishnarajanagara,K.R.NAGAR,Coconut,Dec,6401,Numbers,12
Mysore,Krishnarajanagara,K.R.NAGAR,Cowpea,Dec,18,Quintal,12
Mysore,Krishnarajanagara,K.R.NAGAR,Green Chilly,Dec,851,Quintal,12
Mysore,Krishnarajanagara,K.R.NAGAR,Green Ginger,Dec,970,Quintal,12
Mysore,Krishnarajanagara,K.R.NAGAR,Horse Gram,Dec,10,Quintal,12
Mysore,Krishnarajanagara,K.R.NAGAR,Maize,Dec,6401,Quintal,12
Mysore,Krishnarajanagara,K.R.NAGAR,Paddy,Dec,6401,Quintal,12
Mysore,Krishnarajanagara,K.R.NAGAR,Ragi,Dec,10,Quintal,12
Mysore,Krishnarajanagara,K.R.NAGAR,Rice,Dec,3237,Quintal,12
Mysore,Krishnarajanagara,K.R.NAGAR,Sweet Potato,Dec,70,Quintal,12
Mysore,Krishnarajanagara,K.R.NAGAR,Tender Coconut,Dec,6401,Thousands,12
Mysore,Krishnarajanagara,K.R.NAGAR,Tomato,Dec,1330,Quintal,12
Mysore,Krishnarajanagara,K.R.NAGAR,Water Melon,Dec,180,Quintal,12
Mysore,Krishnarajanagara,K.R.NAGAR,Wheat,Dec,500,Quintal,12
Mysore,Mysore,MYSORE,Ash Gourd,Jan,25,Numbers,1
Mysore,Mysore,MYSORE,Avare,Jan,133,Quintal,1
Mysore,Mysore,MYSORE,Banana Green,Jan,62,Quintal,1
Mysore,Mysore,MYSORE,Beans,Jan,1058,Quintal,1
Mysore,Mysore,MYSORE,Beetroot,Jan,263,Quintal,1
Mysore,Mysore,MYSORE,Bengal Gramdal,Jan,1885,Quintal,1
Mysore,Mysore,MYSORE,Bengalgram,Jan,1147,Quintal,1
Mysore,Mysore,MYSORE,Bitter Gourd,Jan,10,Quintal,1
Mysore,Mysore,MYSORE,Black Gramdal,Jan,367,Quintal,1
Mysore,Mysore,MYSORE,Blackgram,Jan,637,Quintal,1
Mysore,Mysore,MYSORE,Bottle Gourd,Jan,261,Quintal,1
Mysore,Mysore,MYSORE,Brinjal,Jan,3725,Quintal,1
Mysore,Mysore,MYSORE,Cabbage,Jan,6401,Quintal,1
Mysore,Mysore,MYSORE,Capsicum,Jan,515,Quintal,1
Mysore,Mysore,MYSORE,Carrot,Jan,350,Quintal,1
Mysore,Mysore,MYSORE,Castor Seed,Jan,15,Quintal,1
Mysore,Mysore,MYSORE,Cauliflower,Jan,1305,Quintal,1
Mysore,Mysore,MYSORE,Chilly Capsicum,Jan,15,Quintal,1
Mysore,Mysore,MYSORE,Coconut,Jan,4000,Numbers,1
Mysore,Mysore,MYSORE,Coriander Seed,Jan,541,Quintal,1
Mysore,Mysore,MYSORE,Cowpea,Jan,789,Quintal,1
Mysore,Mysore,MYSORE,Cucumbar,Jan,3279,Quintal,1
Mysore,Mysore,MYSORE,Dry Chillies,Jan,1077,Quintal,1
Mysore,Mysore,MYSORE,Garlic,Jan,1717,Quintal,1
Mysore,Mysore,MYSORE,Gingelly,Jan,3,Quintal,1
Mysore,Mysore,MYSORE,Green Avare (W),Jan,30,Quintal,1
Mysore,Mysore,MYSORE,Green Chilly,Jan,607,Quintal,1
Mysore,Mysore,MYSORE,Green Ginger,Jan,353,Quintal,1
Mysore,Mysore,MYSORE,Green Gramdal,Jan,675,Quintal,1
Mysore,Mysore,MYSORE,Green Peas,Jan,419,Quintal,1
Mysore,Mysore,MYSORE,Greengram,Jan,1662,Quintal,1
Mysore,Mysore,MYSORE,Groundnut,Jan,10,Quintal,1
Mysore,Mysore,MYSORE,Groundnut Seed,Jan,1490,Quintal,1
Mysore,Mysore,MYSORE,Honge Seed,Jan,22,Quintal,1
Mysore,Mysore,MYSORE,Horse Gram,Jan,1900,Quintal,1
Mysore,Mysore,MYSORE,Jaggery,Jan,353,Quintal,1
Mysore,Mysore,MYSORE,Jowar,Jan,103,Quintal,1
Mysore,Mysore,MYSORE,Knool Khol,Jan,5,Quintal,1
Mysore,Mysore,MYSORE,Ladies Finger,Jan,769,Quintal,1
Mysore,Mysore,MYSORE,Maize,Jan,217,Quintal,1
Mysore,Mysore,MYSORE,Neem Seed,Jan,790,Quintal,1
Mysore,Mysore,MYSORE,Niger Seed,Jan,11,Quintal,1
Mysore,Mysore,MYSORE,Onion,Jan,6401,Quintal,1
Mysore,Mysore,MYSORE,Paddy,Jan,5815,Quintal,1
Mysore,Mysore,MYSORE,Potato,Jan,6401,Quintal,1
Mysore,Mysore,MYSORE,Raddish,Jan,17,Quintal,1
Mysore,Mysore,MYSORE,Ragi,Jan,882,Quintal,1
Mysore,Mysore,MYSORE,Rice,Jan,6401,Quintal,1
Mysore,Mysore,MYSORE,Ridgeguard,Jan,614,Quintal,1
Mysore,Mysore,MYSORE,Snakeguard,Jan,33,Quintal,1
Mysore,Mysore,MYSORE,Sweet Potato,Jan,322,Quintal,1
Mysore,Mysore,MYSORE,Sweet Pumpkin,Jan,505,Quintal,1
Mysore,Mysore,MYSORE,T. V. Cumbu,Jan,1,Quintal,1
Mysore,Mysore,MYSORE,Tamarind Fruit,Jan,485,Quintal,1
Mysore,Mysore,MYSORE,Tamarind Seed,Jan,138,Quintal,1
Mysore,Mysore,MYSORE,Thondekai,Jan,170,Quintal,1
Mysore,Mysore,MYSORE,Tomato,Jan,6401,Quintal,1
Mysore,Mysore,MYSORE,Tur,Jan,5,Quintal,1
Mysore,Mysore,MYSORE,Tur Dal,Jan,5374,Quintal,1
Mysore,Mysore,MYSORE,Water Melon,Jan,33,Quintal,1
Mysore,Mysore,MYSORE,Wheat,Jan,1965,Quintal,1
Mysore,Mysore,MYSORE,Ash Gourd,Feb,8,Numbers,2
Mysore,Mysore,MYSORE,Avare,Feb,843,Quintal,2
Mysore,Mysore,MYSORE,Banana Green,Feb,78,Quintal,2
Mysore,Mysore,MYSORE,Beans,Feb,1052,Quintal,2
Mysore,Mysore,MYSORE,Beetroot,Feb,261,Quintal,2
Mysore,Mysore,MYSORE,Bengal Gramdal,Feb,1939,Quintal,2
Mysore,Mysore,MYSORE,Bengalgram,Feb,1822,Quintal,2
Mysore,Mysore,MYSORE,Black Gramdal,Feb,922,Quintal,2
Mysore,Mysore,MYSORE,Blackgram,Feb,790,Quintal,2
Mysore,Mysore,MYSORE,Bottle Gourd,Feb,238,Quintal,2
Mysore,Mysore,MYSORE,Brinjal,Feb,2789,Quintal,2
Mysore,Mysore,MYSORE,Cabbage,Feb,4991,Quintal,2
Mysore,Mysore,MYSORE,Capsicum,Feb,485,Quintal,2
Mysore,Mysore,MYSORE,Carrot,Feb,442,Quintal,2
Mysore,Mysore,MYSORE,Castor Seed,Feb,61,Quintal,2
Mysore,Mysore,MYSORE,Cauliflower,Feb,1640,Quintal,2
Mysore,Mysore,MYSORE,Chilly Capsicum,Feb,10,Quintal,2
Mysore,Mysore,MYSORE,Coconut,Feb,3000,Numbers,2
Mysore,Mysore,MYSORE,Coriander Seed,Feb,484,Quintal,2
Mysore,Mysore,MYSORE,Cowpea,Feb,256,Quintal,2
Mysore,Mysore,MYSORE,Cucumbar,Feb,2545,Quintal,2
Mysore,Mysore,MYSORE,Dry Chillies,Feb,908,Quintal,2
Mysore,Mysore,MYSORE,Garlic,Feb,2688,Quintal,2
Mysore,Mysore,MYSORE,Gingelly,Feb,5,Quintal,2
Mysore,Mysore,MYSORE,Green Chilly,Feb,705,Quintal,2
Mysore,Mysore,MYSORE,Green Ginger,Feb,188,Quintal,2
Mysore,Mysore,MYSORE,Green Gramdal,Feb,6401,Quintal,2
Mysore,Mysore,MYSORE,Green Peas,Feb,265,Quintal,2
Mysore,Mysore,MYSORE,Greengram,Feb,1522,Quintal,2
Mysore,Mysore,MYSORE,Groundnut Seed,Feb,180,Quintal,2
Mysore,Mysore,MYSORE,Hippe Seed,Feb,4,Quintal,2
Mysore,Mysore,MYSORE,Honge Seed,Feb,194,Quintal,2
Mysore,Mysore,MYSORE,Horse Gram,Feb,1561,Quintal,2
Mysore,Mysore,MYSORE,Jaggery,Feb,346,Quintal,2
Mysore,Mysore,MYSORE,Jute,Feb,1,Quintal,2
Mysore,Mysore,MYSORE,Ladies Finger,Feb,638,Quintal,2
Mysore,Mysore,MYSORE,Maize,Feb,918,Quintal,2
Mysore,Mysore,MYSORE,Niger Seed,Feb,3,Quintal,2
Mysore,Mysore,MYSORE,Onion,Feb,6401,Quintal,2
Mysore,Mysore,MYSORE,Paddy,Feb,1161,Quintal,2
Mysore,Mysore,MYSORE,Potato,Feb,4336,Quintal,2
Mysore,Mysore,MYSORE,Ragi,Feb,970,Quintal,2
Mysore,Mysore,MYSORE,Rice,Feb,6401,Quintal,2
Mysore,Mysore,MYSORE,Ridgeguard,Feb,680,Quintal,2
Mysore,Mysore,MYSORE,Snakeguard,Feb,38,Quintal,2
Mysore,Mysore,MYSORE,Soapnut,Feb,14,Quintal,2
Mysore,Mysore,MYSORE,Sweet Potato,Feb,235,Quintal,2
Mysore,Mysore,MYSORE,Sweet Pumpkin,Feb,614,Quintal,2
Mysore,Mysore,MYSORE,Tamarind Fruit,Feb,2819,Quintal,2
Mysore,Mysore,MYSORE,Tamarind Seed,Feb,919,Quintal,2
Mysore,Mysore,MYSORE,Thondekai,Feb,84,Quintal,2
Mysore,Mysore,MYSORE,Tomato,Feb,6401,Quintal,2
Mysore,Mysore,MYSORE,Tur,Feb,21,Quintal,2
Mysore,Mysore,MYSORE,Tur Dal,Feb,6401,Quintal,2
Mysore,Mysore,MYSORE,Wheat,Feb,1510,Quintal,2
Mysore,Mysore,MYSORE,Avare,Mar,56,Quintal,3
Mysore,Mysore,MYSORE,Banana Green,Mar,152,Quintal,3
Mysore,Mysore,MYSORE,Beans,Mar,1168,Quintal,3
Mysore,Mysore,MYSORE,Beetroot,Mar,297,Quintal,3
Mysore,Mysore,MYSORE,Bengal Gramdal,Mar,1753,Quintal,3
Mysore,Mysore,MYSORE,Bengalgram,Mar,2440,Quintal,3
Mysore,Mysore,MYSORE,Black Gramdal,Mar,1007,Quintal,3
Mysore,Mysore,MYSORE,Blackgram,Mar,1029,Quintal,3
Mysore,Mysore,MYSORE,Bottle Gourd,Mar,230,Quintal,3
Mysore,Mysore,MYSORE,Brinjal,Mar,3343,Quintal,3
Mysore,Mysore,MYSORE,Cabbage,Mar,4968,Quintal,3
Mysore,Mysore,MYSORE,Capsicum,Mar,565,Quintal,3
Mysore,Mysore,MYSORE,Carrot,Mar,379,Quintal,3
Mysore,Mysore,MYSORE,Castor Seed,Mar,44,Quintal,3
Mysore,Mysore,MYSORE,Cauliflower,Mar,2666,Quintal,3
Mysore,Mysore,MYSORE,Chilly Capsicum,Mar,10,Quintal,3
Mysore,Mysore,MYSORE,Coriander Seed,Mar,824,Quintal,3
Mysore,Mysore,MYSORE,Cowpea,Mar,15,Quintal,3
Mysore,Mysore,MYSORE,Cucumbar,Mar,3302,Quintal,3
Mysore,Mysore,MYSORE,Drum Stick,Mar,36,Quintal,3
Mysore,Mysore,MYSORE,Dry Chillies,Mar,1413,Quintal,3
Mysore,Mysore,MYSORE,Garlic,Mar,2905,Quintal,3
Mysore,Mysore,MYSORE,Gingelly,Mar,2,Quintal,3
Mysore,Mysore,MYSORE,Green Chilly,Mar,795,Quintal,3
Mysore,Mysore,MYSORE,Green Ginger,Mar,95,Quintal,3
Mysore,Mysore,MYSORE,Green Gramdal,Mar,795,Quintal,3
Mysore,Mysore,MYSORE,Greengram,Mar,1782,Quintal,3
Mysore,Mysore,MYSORE,Groundnut Seed,Mar,365,Quintal,3
Mysore,Mysore,MYSORE,Hippe Seed,Mar,19,Quintal,3
Mysore,Mysore,MYSORE,Honge Seed,Mar,411,Quintal,3
Mysore,Mysore,MYSORE,Horse Gram,Mar,809,Quintal,3
Mysore,Mysore,MYSORE,Jaggery,Mar,285,Quintal,3
Mysore,Mysore,MYSORE,Jowar,Mar,1,Quintal,3
Mysore,Mysore,MYSORE,Ladies Finger,Mar,787,Quintal,3
Mysore,Mysore,MYSORE,Maize,Mar,809,Quintal,3
Mysore,Mysore,MYSORE,Onion,Mar,6401,Quintal,3
Mysore,Mysore,MYSORE,Paddy,Mar,499,Quintal,3
Mysore,Mysore,MYSORE,Potato,Mar,3731,Quintal,3
Mysore,Mysore,MYSORE,Ragi,Mar,532,Quintal,3
Mysore,Mysore,MYSORE,Rice,Mar,6401,Quintal,3
Mysore,Mysore,MYSORE,Ridgeguard,Mar,703,Quintal,3
Mysore,Mysore,MYSORE,Snakeguard,Mar,71,Quintal,3
Mysore,Mysore,MYSORE,Soapnut,Mar,93,Quintal,3
Mysore,Mysore,MYSORE,Sunflower,Mar,10,Quintal,3
Mysore,Mysore,MYSORE,Sweet Potato,Mar,225,Quintal,3
Mysore,Mysore,MYSORE,Sweet Pumpkin,Mar,685,Quintal,3
Mysore,Mysore,MYSORE,Tamarind Fruit,Mar,3530,Quintal,3
Mysore,Mysore,MYSORE,Tamarind Seed,Mar,1407,Quintal,3
Mysore,Mysore,MYSORE,Thondekai,Mar,160,Quintal,3
Mysore,Mysore,MYSORE,Tomato,Mar,6401,Quintal,3
Mysore,Mysore,MYSORE,Tur,Mar,7,Quintal,3
Mysore,Mysore,MYSORE,Tur Dal,Mar,6401,Quintal,3
Mysore,Mysore,MYSORE,Wheat,Mar,2580,Quintal,3
Mysore,Mysore,MYSORE,Ash Gourd,Apr,64,Numbers,4
Mysore,Mysore,MYSORE,Avare,Apr,34,Quintal,4
Mysore,Mysore,MYSORE,Banana Green,Apr,53,Quintal,4
Mysore,Mysore,MYSORE,Beans,Apr,948,Quintal,4
Mysore,Mysore,MYSORE,Beetroot,Apr,200,Quintal,4
Mysore,Mysore,MYSORE,Bengal Gramdal,Apr,1572,Quintal,4
Mysore,Mysore,MYSORE,Bengalgram,Apr,1848,Quintal,4
Mysore,Mysore,MYSORE,Black Gramdal,Apr,1126,Quintal,4
Mysore,Mysore,MYSORE,Blackgram,Apr,946,Quintal,4
Mysore,Mysore,MYSORE,Bottle Gourd,Apr,198,Quintal,4
Mysore,Mysore,MYSORE,Brinjal,Apr,2194,Quintal,4
Mysore,Mysore,MYSORE,Cabbage,Apr,2569,Quintal,4
Mysore,Mysore,MYSORE,Capsicum,Apr,296,Quintal,4
Mysore,Mysore,MYSORE,Carrot,Apr,485,Quintal,4
Mysore,Mysore,MYSORE,Castor Seed,Apr,17,Quintal,4
Mysore,Mysore,MYSORE,Cauliflower,Apr,2122,Quintal,4
Mysore,Mysore,MYSORE,Coconut,Apr,6401,Numbers,4
Mysore,Mysore,MYSORE,Coriander Seed,Apr,679,Quintal,4
Mysore,Mysore,MYSORE,Cowpea,Apr,210,Quintal,4
Mysore,Mysore,MYSORE,Cucumbar,Apr,2158,Quintal,4
Mysore,Mysore,MYSORE,Drum Stick,Apr,22,Quintal,4
Mysore,Mysore,MYSORE,Dry Chillies,Apr,883,Quintal,4
Mysore,Mysore,MYSORE,Garlic,Apr,3067,Quintal,4
Mysore,Mysore,MYSORE,Gingelly,Apr,10,Quintal,4
Mysore,Mysore,MYSORE,Green Chilly,Apr,484,Quintal,4
Mysore,Mysore,MYSORE,Green Ginger,Apr,49,Quintal,4
Mysore,Mysore,MYSORE,Green Gramdal,Apr,657,Quintal,4
Mysore,Mysore,MYSORE,Green Peas,Apr,210,Quintal,4
Mysore,Mysore,MYSORE,Greengram,Apr,1520,Quintal,4
Mysore,Mysore,MYSORE,Groundnut Seed,Apr,132,Quintal,4
Mysore,Mysore,MYSORE,Honge Seed,Apr,444,Quintal,4
Mysore,Mysore,MYSORE,Horse Gram,Apr,569,Quintal,4
Mysore,Mysore,MYSORE,Jaggery,Apr,394,Quintal,4
Mysore,Mysore,MYSORE,Jowar,Apr,1,Quintal,4
Mysore,Mysore,MYSORE,Ladies Finger,Apr,552,Quintal,4
Mysore,Mysore,MYSORE,Maize,Apr,929,Quintal,4
Mysore,Mysore,MYSORE,Onion,Apr,6401,Quintal,4
Mysore,Mysore,MYSORE,Paddy,Apr,371,Quintal,4
Mysore,Mysore,MYSORE,Potato,Apr,4006,Quintal,4
Mysore,Mysore,MYSORE,Ragi,Apr,492,Quintal,4
Mysore,Mysore,MYSORE,Rice,Apr,6401,Quintal,4
Mysore,Mysore,MYSORE,Ridgeguard,Apr,597,Quintal,4
Mysore,Mysore,MYSORE,Snakeguard,Apr,34,Quintal,4
Mysore,Mysore,MYSORE,Soapnut,Apr,134,Quintal,4
Mysore,Mysore,MYSORE,Sweet Potato,Apr,40,Quintal,4
Mysore,Mysore,MYSORE,Sweet Pumpkin,Apr,426,Quintal,4
Mysore,Mysore,MYSORE,Tamarind Fruit,Apr,1563,Quintal,4
Mysore,Mysore,MYSORE,Tamarind Seed,Apr,1228,Quintal,4
Mysore,Mysore,MYSORE,Thondekai,Apr,92,Quintal,4
Mysore,Mysore,MYSORE,Tomato,Apr,5250,Quintal,4
Mysore,Mysore,MYSORE,Tur Dal,Apr,5974,Quintal,4
Mysore,Mysore,MYSORE,Wheat,Apr,1540,Quintal,4
Mysore,Mysore,MYSORE,Ash Gourd,May,26,Numbers,5
Mysore,Mysore,MYSORE,Avare,May,1,Quintal,5
Mysore,Mysore,MYSORE,Banana Green,May,205,Quintal,5
Mysore,Mysore,MYSORE,Beans,May,1605,Quintal,5
Mysore,Mysore,MYSORE,Beetroot,May,349,Quintal,5
Mysore,Mysore,MYSORE,Bengal Gramdal,May,1214,Quintal,5
Mysore,Mysore,MYSORE,Bengalgram,May,1498,Quintal,5
Mysore,Mysore,MYSORE,Black Gramdal,May,1232,Quintal,5
Mysore,Mysore,MYSORE,Blackgram,May,942,Quintal,5
Mysore,Mysore,MYSORE,Bottle Gourd,May,281,Quintal,5
Mysore,Mysore,MYSORE,Brinjal,May,3575,Quintal,5
Mysore,Mysore,MYSORE,Cabbage,May,4443,Quintal,5
Mysore,Mysore,MYSORE,Capsicum,May,613,Quintal,5
Mysore,Mysore,MYSORE,Carrot,May,486,Quintal,5
Mysore,Mysore,MYSORE,Castor Seed,May,6,Quintal,5
Mysore,Mysore,MYSORE,Cauliflower,May,3277,Quintal,5
Mysore,Mysore,MYSORE,Coriander Seed,May,543,Quintal,5
Mysore,Mysore,MYSORE,Cowpea,May,120,Quintal,5
Mysore,Mysore,MYSORE,Cucumbar,May,3671,Quintal,5
Mysore,Mysore,MYSORE,Drum Stick,May,2,Quintal,5
Mysore,Mysore,MYSORE,Dry Chillies,May,762,Quintal,5
Mysore,Mysore,MYSORE,Garlic,May,2341,Quintal,5
Mysore,Mysore,MYSORE,Gingelly,May,12,Quintal,5
Mysore,Mysore,MYSORE,Green Chilly,May,1047,Quintal,5
Mysore,Mysore,MYSORE,Green Ginger,May,62,Quintal,5
Mysore,Mysore,MYSORE,Green Gramdal,May,798,Quintal,5
Mysore,Mysore,MYSORE,Green Peas,May,375,Quintal,5
Mysore,Mysore,MYSORE,Greengram,May,1702,Quintal,5
Mysore,Mysore,MYSORE,Groundnut,May,2,Quintal,5
Mysore,Mysore,MYSORE,Groundnut Seed,May,262,Quintal,5
Mysore,Mysore,MYSORE,Honge Seed,May,63,Quintal,5
Mysore,Mysore,MYSORE,Horse Gram,May,139,Quintal,5
Mysore,Mysore,MYSORE,Jaggery,May,316,Quintal,5
